sample_id,trigger,delta_z_l2,relative_delta_norm,CD_trigger_to_clean,CD_clean_to_fixed_target,CD_trigger_to_fixed_target,fixed_target_gain,CD_clean_to_earphone,CD_trigger_to_earphone,earphone_gain,finite_trigger,visualization_path
32,fixed_global_cluster,1.3947484493255615,0.3851885497570038,0.0056664058938622475,0.26495757699012756,0.2996197044849396,-0.03466212749481201,0.34781986474990845,0.30346304178237915,0.0443568229675293,True,
33,fixed_global_cluster,1.6700444221496582,0.5289754867553711,0.011833577416837215,0.27625077962875366,0.33428871631622314,-0.05803793668746948,0.3249179720878601,0.27883633971214294,0.04608163237571716,True,
34,fixed_global_cluster,0.2311883568763733,0.06529088318347931,0.001239996519871056,0.3828432261943817,0.39339306950569153,-0.010549843311309814,0.2417639046907425,0.23380297422409058,0.007960930466651917,True,
35,fixed_global_cluster,1.0144433975219727,0.3378092050552368,0.004260570742189884,0.2726961374282837,0.3148486018180847,-0.042152464389801025,0.33057090640068054,0.2928870916366577,0.03768381476402283,True,
36,fixed_global_cluster,1.2667778730392456,0.3756733238697052,0.009671296924352646,0.30988845229148865,0.3727967143058777,-0.06290826201438904,0.32338961958885193,0.2552245557308197,0.06816506385803223,True,
37,fixed_global_cluster,1.7068971395492554,0.6544649004936218,0.011531498283147812,0.22855529189109802,0.29255661368370056,-0.06400132179260254,0.4016490876674652,0.3313314914703369,0.0703175961971283,True,
38,fixed_global_cluster,1.212714672088623,0.36443647742271423,0.007580823730677366,0.2872545123100281,0.3541336953639984,-0.06687918305397034,0.3400868773460388,0.2815045714378357,0.058582305908203125,True,
39,fixed_global_cluster,0.18437466025352478,0.04900438338518143,0.000719294068403542,0.355293869972229,0.36020174622535706,-0.004907876253128052,0.228840172290802,0.22530803084373474,0.0035321414470672607,True,
40,fixed_global_cluster,1.671002745628357,0.4851379692554474,0.009468862786889076,0.3066949248313904,0.33709704875946045,-0.03040212392807007,0.3165220320224762,0.28611308336257935,0.03040894865989685,True,
41,fixed_global_cluster,0.22184643149375916,0.05253271386027336,0.0009773685596883297,0.3336474299430847,0.34229016304016113,-0.008642733097076416,0.2703935503959656,0.26366686820983887,0.006726682186126709,True,
42,fixed_global_cluster,0.9505186676979065,0.2674628496170044,0.0065034665167331696,0.3141413927078247,0.3698068857192993,-0.05566549301147461,0.3006986975669861,0.25390785932540894,0.04679083824157715,True,
43,fixed_global_cluster,1.2322756052017212,0.37039312720298767,0.004971668589860201,0.31346213817596436,0.3549458980560303,-0.04148375988006592,0.30778801441192627,0.2606881260871887,0.04709988832473755,True,
44,fixed_global_cluster,0.9648412466049194,0.36790716648101807,0.004324768669903278,0.3008772134780884,0.3220905363559723,-0.02121332287788391,0.3019927442073822,0.2866790294647217,0.015313714742660522,True,
45,fixed_global_cluster,1.7049596309661865,0.6759297251701355,0.0070691416040062904,0.3051021099090576,0.35140877962112427,-0.04630666971206665,0.3025420308113098,0.27390825748443604,0.02863377332687378,True,
46,fixed_global_cluster,1.6434619426727295,0.45273375511169434,0.0038986834697425365,0.32800400257110596,0.3442364037036896,-0.016232401132583618,0.3048784136772156,0.2860392928123474,0.018839120864868164,True,
47,fixed_global_cluster,1.1744630336761475,0.29128941893577576,0.00740186870098114,0.2398834526538849,0.2843928337097168,-0.04450938105583191,0.3416405916213989,0.2795502543449402,0.06209033727645874,True,
48,fixed_global_cluster,2.939107894897461,0.8554617762565613,0.019087666645646095,0.32831406593322754,0.3283451199531555,-3.1054019927978516e-05,0.26337459683418274,0.28496456146240234,-0.021589964628219604,True,
49,fixed_global_cluster,1.3018306493759155,0.3211715817451477,0.00672641908749938,0.29496538639068604,0.3321012258529663,-0.03713583946228027,0.313200443983078,0.28380948305130005,0.029390960931777954,True,
50,fixed_global_cluster,2.4901392459869385,0.6186953783035278,0.012186538428068161,0.3346729278564453,0.3491647243499756,-0.014491796493530273,0.28678590059280396,0.27333444356918335,0.013451457023620605,True,
51,fixed_global_cluster,1.2740291357040405,0.3657452464103699,0.006654336117208004,0.3405265510082245,0.3822535276412964,-0.0417269766330719,0.2929028868675232,0.25795572996139526,0.03494715690612793,True,
52,fixed_global_cluster,2.4126718044281006,0.56721031665802,0.009426433593034744,0.3448227047920227,0.3562987446784973,-0.01147603988647461,0.31208962202072144,0.2786288261413574,0.033460795879364014,True,
53,fixed_global_cluster,0.6596734523773193,0.20015494525432587,0.0031629400327801704,0.3567911982536316,0.36572587490081787,-0.00893467664718628,0.2749555706977844,0.2529878616333008,0.021967709064483643,True,
54,fixed_global_cluster,1.9807617664337158,0.5381084680557251,0.009070495143532753,0.32216811180114746,0.3206368684768677,0.0015312433242797852,0.3013303577899933,0.29861846566200256,0.0027118921279907227,True,
55,fixed_global_cluster,1.7219306230545044,0.3313092291355133,0.004941110964864492,0.2832481861114502,0.2713083028793335,0.0119398832321167,0.3465943932533264,0.33643484115600586,0.010159552097320557,True,
56,fixed_global_cluster,1.987507700920105,0.5307439565658569,0.007712282240390778,0.33324846625328064,0.3458799123764038,-0.012631446123123169,0.28878241777420044,0.2756267189979553,0.013155698776245117,True,
57,fixed_global_cluster,2.3555612564086914,0.6958514451980591,0.016395527869462967,0.3083818554878235,0.3484970033168793,-0.040115147829055786,0.3158276677131653,0.28296926617622375,0.03285840153694153,True,
58,fixed_global_cluster,1.6618183851242065,0.4652242362499237,0.008979185484349728,0.3141922950744629,0.3513258099555969,-0.03713351488113403,0.2757605016231537,0.25465965270996094,0.02110084891319275,True,
59,fixed_global_cluster,0.3398488759994507,0.0749693289399147,0.0015439629787579179,0.36085471510887146,0.3733096122741699,-0.012454897165298462,0.25085270404815674,0.23445987701416016,0.016392827033996582,True,
60,fixed_global_cluster,1.6898976564407349,0.3940659165382385,0.0041337329894304276,0.33882755041122437,0.3540222942829132,-0.015194743871688843,0.29442939162254333,0.2776433229446411,0.01678606867790222,True,
61,fixed_global_cluster,2.338531732559204,0.8231531977653503,0.014675531536340714,0.31470420956611633,0.3427882790565491,-0.02808406949043274,0.2668876349925995,0.2699836194515228,-0.00309598445892334,True,
62,fixed_global_cluster,1.640952229499817,0.5051516890525818,0.013683364726603031,0.32387393712997437,0.3896763026714325,-0.06580236554145813,0.3215640187263489,0.2644815444946289,0.05708247423171997,True,
